Season, Episode, Character, Line
2, 17, Fry, "I feel like a rat. Here I am whining like a pig while all along Leela was lonely as a frog. I could kick myself."
2, 17, Amy, "I'll do it for you."
2, 17, Fry, "Ow! Thanks."
2, 17, Farnsworth, "You should be ashamed of yourself, Fry. You'd have to be blind not to notice that Leela's a cyclops."
2, 17, Hermes, "Fry's over there, man."
2, 17, Farnsworth, "Oh?"
2, 17, Bender, "Xmas Eve; another pointless day where I accomplish nothing."
2, 17, Linda, "The holiday season is a time of celebration for most. But it is also a time to remember the tragic suffering of the less fortunate."
2, 17, Morbo, "Earthlings do not yet know the meaning of suffering."
2, 17, Linda, "Earlier today I visited a shelter for down-and-out robots.  Homeless robots, too poor to afford even the basic alcohol they need to fuel their circuits. Is there anything sadder? Only drowning puppies. And there would have to be a lot of them."
2, 17, Amy, "Where are you going, Bender?"
2, 17, Bender, "To volunteer at a liquor kitchen for homeless robots."
2, 17, Hermes, "Yeah, right! As if you ever did anything charitable."
2, 17, Bender, "I'm very generous. What about that time I gave blood?"
2, 17, Fry, "Whose blood?"
2, 17, Bender, "Some guy's."
2, 17, Fry, "I've got to do something to show Leela how sorry I am."
2, 17, Zoidberg, "So what's the problem? Just get down on your claws and do the apology dance."
2, 17, Fry, "So it's left, left, right-- Wait! I have a better idea! I'll go out and get her the perfect Xmas present. Something so great she'll never want to be unhappy again."
2, 17, Hermes, "Just be back by sundown, mon."
2, 17, Fry, "We'll see. I like to haggle."
2, 17, Amy, "You can't stay out on Xmas Eve. You'll be killed!"
2, 17, Fry, "Say what?"
2, 17, Farnsworth, "Good Lord! He doesn't know about Santa Claus."
2, 17, Fry, "I know about Santa Claus."
2, 17, Farnsworth, "Back in 2801, the Friendly Robot Company built a robotic Santa to determine who'd be naughty and who'd been nice and distribute presents accordingly. But something went wrong."
2, 17, Fry, "Wow! 2801! Anyway..."
2, 17, Farnsworth, "Wait, you fool! Due to a programming error, Santa's standards were set too high and he invariably judges everyone to be naughty."
2, 17, Amy, "If he catches you after dark, he'll chop off your head and stuff your neck full of toys from his sack of horrors."
2, 17, Farnsworth, "Nice meeting you."
2, 17, Preacherbot, "Welcome, brother! May the blessings of the season be upon you."
2, 17, Bender, "Yeah, yeah, amen. Listen, I'm one of those lazy homeless bums I've been hearing about. Could you point me to the free booze.  Oh, yeah! Oh, yeah!"
2, 17, Fry, "There's this girl who I really like but she thinks I'm a jerk. Can you help me?"
2, 17, Salesman #1, "Yeah, there's a suicide booth in the food court. Though there's a line this time of year."
2, 17, Fry, "No, I need to get her a gift. And I need it before sundown."
2, 17, Salesman #1, "Well, you can't go wrong with something traditional.  A Surface-to-Santa rocket launcher. It comes with three jolly-seeking missiles."
2, 17, Fry, "That's funny!"
2, 17, Salesman #1, "Careful, sir!"
2, 17, Bender, "Oh, yeah! You filthy hobos sure know how to live.  Hey, chief, someone's stealing your handkerchief full of crap."
2, 17, Tinny Tim, "Excuse me, sir? Might I have a sip of booze?"
2, 17, Preacherbot, "I'm sorry, Tinny Tim. Seems we ran out early tonight."
2, 17, Tinny Tim, "I understand."
2, 17, Bender, "My God! That poor kid!"
2, 17, Fry, "You're the last store open. I need something for my friend Leela.  Just give me your best animal."
2, 17, Salesman #2, "Best? Well that's a matter of opinion. I personally like the Electric Snail."
2, 17, Fry, "That's a stupid animal. You're stupid! I said I want the best one. Now which costs more? The parrot or the Stink Lizard?"
2, 17, Salesman #2, "The lizards are a buck each, the parrot is $500."
2, 17, Fry, "That's a hell of a good parrot. Although, I could get 500 lizards for the same price. Girls like swarms of lizards, right?"
2, 17, Salesman #2, "Sir, the store is closing in two minutes."
2, 17, Fry, "Alright, I'll take the 500 lizards. No, wait, yes. No. Yes. Yes. Yes! The parrot!"
2, 17, Fry, "Well, I spent every penny I had but I bet Leela's gonna love you.  Hey, you're quite the talker, aren't you?  Shut the hell up!  Ow!  Stupid bird! I know where you live."
2, 17, Amy, "Hey, it's Leela."
2, 17, Leela, "Sorry I stormed out before. I didn't mean to ruin everyone's Xmas."
2, 17, Farnsworth, "Huh? You were gone?"
2, 17, Leela, "It's just that I get tired of Fry always only thinking of himself."
2, 17, Hermes, "I hear that! I aks him to set the table, instead he goes out to buy you a present. Selfish dog."
2, 17, Leela, "Wait! You mean he's still out? His life's in danger!"
2, 17, Zoidberg, "Why?"
2, 17, Leela, "I'm telling you why. Santa Claus is coming to town!"
2, 17, Fry, "Alright, bird, you thought you could beat me in a game of wits. But you just met your equal."
2, 17, Fry, "Aha! Cornered!"
2, 17, Leela, "Hi, there!"
2, 17, Fry, "Leela! Oh, my God! You saved my life. I am gonna get you so many lizards!"
2, 17, Leela, "You didn't need to buy me a present, Fry."
2, 17, Fry, "I just wanted to do something to make you happy. I mean, I miss my family but you never even had a family."
2, 17, Leela, "It's OK. You're lonely and I'm lonely. But, together, we're lonely together."
2, 17, Fry, "Merry Xmas, Leela."
2, 17, Leela, "Merry Xmas."
2, 17, Fry, "Oh, boy! It's Santa!"
2, 17, Santa, "Ho, ho, ho!  You've been very naughty, Fry and Leela. I checked my list."
2, 17, Fry, "Well check it twice!"
2, 17, Santa, "I perform over 50 mega-checks per second. You're both naughty for disregarding each other's feelings."
2, 17, Leela, "But we set things right. Fry even risked his life to get me a present."
2, 17, Santa, "But what about your other co-workers? Did either of you ever stop to think about Dr. Zoidberg's feelings?"
2, 17, Fry, "No! I swear!"
2, 17, Santa, "Santa has something very special in his sack for you two!"
2, 17, Robots, "So lock the door and hit the floor,'Cause Santa Claus comes tonight."
2, 17, Hattie, "Go away!"
2, 17, Bender, "Whoa, hold on! How about inviting us in for a traditional glass of hard cider?"
2, 17, Hattie, "Oh, alright. But just one glass!   OK, that's enough.  I said that's enough!"
2, 17, Bender, "Get her purse!"
2, 17, Fry, "Please let us live! We'll put out milk and cookies for you!"
2, 17, Santa, "You dare bribe Santa? I'm going to shove coal so far up your stocking you'll be coughing up diamonds!"
2, 17, Leela, "We're trapped."
2, 17, Fry, "I never thought it would end this way"
2, 17, Leela, "Goodbye, Fry."
2, 17, Fry, "Goodbye, Leela.  Hey, look, we're under the mistletoe."
2, 17, Santa, "Your mistletoe is no match for my T.O.W. missile!"
2, 17, Fry, "Uh, you're present may need some assembly."
2, 17, Bender, "On the 4th day of Xmas I stole from that lady."
2, 17, Robot #1, "Four family photos."
2, 17, Tinny Tim, "Three jars of pennies."
2, 17, Robot #2, "Two former husbands."
2, 17, Bender, "And a slipper on a shoe tree."
2, 17, Raoul, "Oh, thank you!"
2, 17, Fry, "Help!"
2, 17, Leela, "Somebody help us."
2, 17, Tinny Tim, "It's humans. Shall we mug them, robot sir?"
2, 17, Bender, "No, wait, I know these guys. They got nothing."
2, 17, Santa, "Ho, ho, ho!  You've been very naughty, Bender."
2, 17, Bender, "What? Me? I didn't do nothing. You're thinking of the kid."
2, 17, Santa, "My God, Bender! Framing an orphan? That's so naughty I'll have to add it to my list right now.  Framing ... I-N-G ...  ... an..."
2, 17, Zoidberg, "Amy, this is for you. A set of combs for your beautiful hair."
2, 17, Amy, "Oh, that's so sweet. But I sold my hair to a wigmaker so I could buy a set of combs for Hermes."
2, 17, Hermes, "Oh, the irony. I sold my hair so I could buy this third set of combs for Zoidberg."
2, 17, Zoidberg, "Thank you. These'll come in handy for my new hair.  Finally I look as pretty as I feel!"
2, 17, Fry, "Help!"
2, 17, Leela, "Help!"
2, 17, Bender, "Help!"
2, 17, Farnsworth, "Oh, dear. They'll be killed on our doorstep. And there's no trash pickup until January 3rd."
2, 17, Hermes, "Sweet manatee of Galilee! He's on the roof!"
2, 17, Farnsworth, "Quick! The armour-plated chimney cover!  Push! Push!"
2, 17, Bender, "Use teamwork!"
2, 17, Tinny Tim, "Oh, dear! Oh, dear!"
2, 17, Santa, "You've all been very naughty, very naughty indeed. Except you, Dr. Zoidberg, this is for you."
2, 17, Zoidberg, "A pogo-stick!"
2, 17, Santa, "As for the rest of you, I'm going to tear off your skin like wrapping paper and deck the halls with your guts."
2, 17, Bender, "Yeah? Well I don't believe in Santa Claus. Come on, everybody, if you don't believe in him, he can't hurt you.  Ow! God! The pain!"
2, 17, Santa, "Ho, ho, ho! Time to get jolly on your naughty asses!"
2, 17, Leela, "Watch out! His belly is shaking like a bowl full of nitro-glycerine!"
2, 17, Amy, "Rudolph's nose!"
2, 17, Fry, "He's gonna blow!"
2, 17, Zoidberg, "Aha!"
2, 17, Farnsworth, "Yes, good thing I got us out of that one!"
2, 17, Bender, "Xmas dinner, everyone."
2, 17, Fry, "Uh, Bender? Where did you get that bird?"
2, 17, Bender, "I found it lying in the street, like all the food I cook. Dig in, everyone."
2, 17, Tinny Tim, "Thank you, sir."
2, 17, Bender, "You got the toenail!  Oh!"
2, 17, Fry, "Look, the food isn't what's important."
2, 17, Tinny Tim, "I'm so hungry."
2, 17, Fry, "The important thing is we're all together for Xmas. And even though I'm surrounded by robots and monsters and old people, I've never felt more at home."
2, 17, Farnsworth, "Hear, hear! Now let's all of us shut up and sing!"
2, 17, Amy, "He knows when you are sleeping."
2, 17, Farnsworth, "He knows when you're on the can."
2, 17, Leela, "He'll hunt you down and blast your ass from here to Pakistan."
2, 17, Zoidberg, "Oh."
2, 17, Hermes, "You'd better not breathe, You'd better not move."
2, 17, Bender, "You're better off dead, I'm telling you, dude."
2, 17, Fry, "Santa Claus is gunning you down!"
2, 17, Farnsworth, "Merry Xmas, everyone!"
2, 17, Santa, "I'll be back. Back when you least expect it"
2, 18, Singer, "Call Robo-Rooter when you flush your towel."
2, 18, Plumber-bot, "And we can also help with an impacted bowel."
2, 18, Singer, "Robo-Rooter!"
2, 18, Fry, "Mmm. Mmm! Now this is what I call a thousand years of progress"
2, 18, Bender, "Aw, jeez. Let's just pray I have the energy to get myself another beer.  Oh, what is this, the Middle Ages?"
2, 18, Leela, "Look at you guys. No offence, Fry, but you've become a fat sack of crap."
2, 18, Fry, "Sack?"
2, 18, Amy, "And, Bender, your beer belly's so big your door won't even close. And that doesn't even make sense."
2, 18, Leela, "Come on. We're taking you pigs to the gym."
2, 18, Zoidberg, "The gymnasium? Excellent, excellent. For some reason I'm frisky as a squid on Tuesday."
2, 18, Amy, "Hey, who's up for a nice, hot steam?"
2, 18, Zoidberg, "We crustaceans don't like steam. I'm going to go work out with the Nautilus!"
2, 18, Nautilus, "What up, Dr. Z?"
2, 18, Zoidberg, "Yo, yo, yo! Whassup, whassup! Give up the rock!"
2, 18, Fry, "Co-ed steam rooms! I love the future!"
2, 18, Leela, "Uh, Fry, you're in the women's steam room."
2, 18, Fry, "Ah, futuristic!"
2, 18, Amy, "Psst, look what life was like before genetic engineering."
2, 18, Leela, "Those poor 20th century women."
2, 18, Amy, "Hey, handsome. Is there room in there for two?"
2, 18, Man, "You wish!"
2, 18, Fry, "Hey, Leela, look who's the super-stud!"
2, 18, Leela, "Hmm, somebody must have turned down the gravity. I'll fix it for you."
2, 18, Zoidberg, "Give me that.  More weight!"
2, 18, Fry, "Hey, Dr. Zoidberg, what's that jazz on your head?"
2, 18, Zoidberg, "Enough with the questions. More weight!  More!  More!"
2, 18, Leela, "Maybe you could do more reps with less weight."
2, 18, Bender, "Hey, looks like Zoidberg's finally coming out of his shell.  Get it?  He's coming out--"
2, 18, Randy, "Nice and gentle, we don't want any unnecessary stress.  Is there a doctor in the gym?"
2, 18, Zoidberg, "I'm a doctor!"
2, 18, Leela, "I wonder why Dr. Zoidberg is acting this way. Out of all of us he always seemed the most normal."
2, 18, Zoidberg, "I am normal.  Amy, take off these rubber bands and I'll show you how normal I am!"
2, 18, Amy, "Fool me seven times, shame on you. Fool me eight or more times, shame on me."
2, 18, Fry, "Maybe he has a parasite."
2, 18, Hermes, "Maybe he is a parasite!"
2, 18, Bender, "It's always so sad when a friend goes crazy and you have to have a big clam-bake and cook him! Yee-haw!"
2, 18, Farnsworth, "Now, now, this won't do. Let me just give old Zoidy a sedative."
2, 18, Zoidberg, "Ah, much better. You can take off these rubber bands now."
2, 18, Amy, "I'll do it."
2, 18, Leela, "Stop!"
2, 18, Fry, "No, Amy!"
2, 18, Bender, "Moron!"
2, 18, Farnsworth, "Mm-hm...  Oh-ho!  Aha! There's the problem."
2, 18, Zoidberg, "Give it to me straight, Professor. Is it fin rot? It's fin rot, isn't it? Tell me it's not fin rot!"
2, 18, Farnsworth, "Relax, my chiton-y chum. There's no problem. You're just heavy with male jelly."
2, 18, Leela, "Bleck!"
2, 18, Farnsworth, "It must be mating season for Zoidberg's people; a chaotic time when his behaviour is dictated by the tiny brain in his rump."
2, 18, Fry, "Eck!"
2, 18, Farnsworth, "There's only one thing we can do--"
2, 18, Bender, "I'll get the water boiling!"
2, 18, Farnsworth, "We, by which I mean you, will have to rush him to his ancient homeworld which will shortly erupt in an orgy of invertebrate sex."
2, 18, Fry, "Oh, baby, I'm there!"
2, 18, Leela, "Fry, do you even understand the word ""invertebrate""?"
2, 18, Fry, "Nope, but that's not the word I'm interested in.  Uh, no need to pack pants, people. Let's roll!"
2, 18, Amy, "Dr. Zoidberg said I should hold these while he's gone."
2, 18, Bender, "Moron!"
2, 18, Decapodian Man #1, "Welcome home, old friend. Just 19 hours until the mating frenzy!"
2, 18, Zoidberg, "Excellent, excellent!"
2, 18, Decapodian Man #1, "See you there, Doctor--"
2, 18, Fry, "Is that how you say ""Zoidberg""?"
2, 18, Zoidberg, "You didn't have to call attention to his speech impediment."
2, 18, Bender, "You're looking less nuts, crabby."
2, 18, Zoidberg, "I'm feeling less nuts, thank you, because tomorrow I will be depositing my jelly in the cloacal vents of a female.  If you catch my drift."
2, 18, Fry, "Who's the lucky lobsterina?"
2, 18, Zoidberg, "I don't know yet. But I shall attract one this afternoon with an erotic display."
2, 18, Leela, "It's amazing that your people can fall in love so fast."
2, 18, Zoidberg, "Love? That word is unknown here. I'm simply looking for a female swollen with eggs to accept my genetic material."
2, 18, Fry, "You and me both, brother!"
2, 18, Zoidberg, "Ah, my old scuttling grounds! Let's pull over."
2, 18, Zoidberg, "I used to hang out here as a larva. It looked so much bigger back then.  Who's the tough guy now, Vinnie?"
2, 18, Bender, "Look! Outdoor theatre! Let's get tickets. Oh, let's do!"
2, 18, Zoidberg, "No, it's the ceremony of Claw-Plach, where my species fight to the death over matters of honour. Also whether abbreviations count in Scrabble.  They don't!"
2, 18, Fry, "I didn't come here to see any activity involving two guys. Where do you people do your erotic display?"
2, 18, Zoidberg, "Same place as your species"
2, 18, Zoidberg, "How do I look?"
2, 18, Bender, "Like whale barf."
2, 18, Zoidberg, "Then the illusion is complete."
2, 18, Fry, "Hey, I wonder if these guys are here to watch the erotic display too."
2, 18, Decapodian Man #2, "Aw, yeah! Aw, wow!"
2, 18, Zoidberg, "Perfect! This oughta make me stand out.  Craw!"
2, 18, Fry, "Look how ridiculous they look."
2, 18, Bender, "Please, he's no different from the rest of you organisms; shooting DNA at each other make babies. I find it offensive."
2, 18, Zoidberg, "Craw!"
2, 18, Decapodian Woman #1, "Keep your jelly away from my eggs!"
2, 18, Zoidberg, "Craw?"
2, 18, Decapodian Woman #2, "So not interested."
2, 18, Zoidberg, "Craw!"
2, 18, Decapodian Woman #3, "Humph. I've heard that line before!"
2, 18, Zoidberg, "Cra-- Oh, what's the point?"
2, 18, Leela, "Why is Zoidberg the only one still alone?"
2, 18, Bender, "'Cause he's a loser, that's why. He's the lobster equivalent of Fry."
2, 18, Fry, "Hey! I can get any girl I want anytime I want. I'm just too busy."
2, 18, Zoidberg, "Edna? Edna, it's me, Zoidberg. Remember, from high school?  You used to laugh at me because my face was covered with barnacles!"
2, 18, Edna, "Zoidberg? Well I didn't know you were back in town. I heard you went off and became a rich doctor."
2, 18, Zoidberg, "I've performed a few mercy killings. So, as long as I'm in town I was wondering if maybe ... craw?"
2, 18, Edna, "Oh, gee, yeah, I'm just going through a lot of things right now and-- Look, Zoidberg, I carry more eggs than any other female and I owe it to our race to pick a mate who's stuffed with male jelly. Maybe a rock star."
2, 18, Zoidberg, "Or maybe a doctor?"
2, 18, Edna, "I'm sorry, Zoidberg. You're just an inferior male specimen. Nice seeing you again."
2, 18, Zoidberg, "No one will ever want to mate with me, not with a puny claw like this. Did you see those other guys? They looked like giant claws with bodies attached."
2, 18, Leela, "At least you didn't smell as bad as them."
2, 18, Zoidberg, "You're right, my stink gland is weak. Smell!"
2, 18, Fry, "Listen, Doc, if you wanna score you gotta fake like you're in love.  Just look her in the eye, start crying and say  ""I've never been so happy."""
2, 18, Leela, "If a guy ever did that to me I'd know it. Wait a second. They've all been doing that to me. Even Sean!"
2, 18, Zoidberg, "Hmm, this ""love"" intrigues me. Teach me to fake it."
2, 18, Fry, "OK, you're on a date. What's the first thing you do?"
2, 18, Zoidberg, "Ask her to mate with me."
2, 18, Fry, "No. Tell her she's special."
2, 18, Zoidberg, "But she's not. She's merely the female with the largest clutch of eggs."
2, 18, Fry, "Well, tell her that. And then?"
2, 18, Zoidberg, "Then mating."
2, 18, Fry, "No. Make up some feelings and tell her you have them.  Yes?"
2, 18, Zoidberg, "Is ""desire to mate"" a feeling?"
2, 18, Fry, "You're not even trying!"
2, 18, Zoidberg, "It's all so complicated with the flowers and the romance and the lies upon lies."
2, 18, Fry, "OK, OK, don't worry. The love meister will take you under his wing."
2, 18, Zoidberg, "What? Now there's a bird involved?"
2, 18, Fry, "OK, go ahead."
2, 18, Edna, "What the-- Dr. Zoidberg, your mating display failed. Why are you trying to talk to me?"
2, 18, Zoidberg, "I have no idea."
2, 18, Fry, "You just wanna talk, it has nothing to do with mating."
2, 18, Zoidberg, "I just wanna talk, it has nothing to do with mating.  Fry, that doesn't make sense."
2, 18, Edna, "Dr. Zoidberg, that doesn't make sense. But OK."
2, 18, Fry, "Start with a compliment. Tell her she looks thin."
2, 18, Zoidberg, "You seem malnourished. Are you suffering from internal parasites?"
2, 18, Edna, "Why, yes. Thanks for noticing."
2, 18, Fry, "Now ask her how her day was."
2, 18, Zoidberg, "Why would I wanna know?"
2, 18, Fry, "You wouldn't. Ask anyway."
2, 18, Zoidberg, "How was your day?"
2, 18, Edna, "Well first I got up and had a piece of toast. Then I brushed my teeth. Then I went to the store to buy some fish. Then..."
2, 18, Zoidberg, "Fry, look what you did, she won't shut up."
2, 18, Fry, "That's normal. Just nod your head and say ""Uh-huh""."
2, 18, Zoidberg, "Uh-huh, uh-huh."
2, 18, Edna, "...And then you threw an octopus at my window. You know, Zoidberg, it's crazy but when you talk this way your obvious deficiencies as a male seem ... less obvious. Your genes seem less detrimental.  You even stink more."
2, 18, Zoidberg, "Do I ask her to mate now?"
2, 18, Fry, "Third date!"
2, 18, Bender, "So I returned his artificial heart and ever since then I've been known by the name of Honest Bender."
2, 18, Zoidberg, "I'd like to propose a toast to ... coat check number 84."
2, 18, Fry, "Turn it over."
2, 18, Zoidberg, "Oh, Edna!  Of all the slimy, gross crab monsters on this planet, you are apparently the hottest."
2, 18, Bender, "Oy."
2, 18, Fry, "That's the most beautiful thing I've ever heard."
2, 18, Edna, "Yes, well ... excuse me, I've got to powder my mouth flaps."
2, 18, Leela, "Uh, me too."
2, 18, Zoidberg, "I'm confused, Fry. I'm feeling a strange new emotion. Is it love when you care about a female for reasons beyond mating?"
2, 18, Fry, "Nope. Must be some weird alien emotion."
2, 18, Leela, "Zoidberg said some dumb stuff but he's a nice guy, really. It's just that Fry's been telling him what to say and Fry's a ... do you have idiots on your planet?"
2, 18, Edna, "Fry? You mean words of such beauty came from the blowhole of that hideous alien?"
2, 18, Leela, "Yeah ... what? Look, never mind the words. Zoidberg's a doctor. A doctor, honey."
2, 18, Edna, "Hmm."
2, 18, Edna, "Come in."
2, 18, Edna, "Hello, Fry. Can I interest you in some surf and turf?"
2, 18, Fry, "No thanks. I just came to tell you that Zoidberg's really great. He's got male jelly coming out the wazoo."
2, 18, Edna, "Well that is where it comes out but jelly isn't everything.  I know Zoidberg's magical words were really yours. Teach me to love you, squishy poet from beyond the stars!"
2, 18, Fry, "Uh, I'm flattered, really. If I was gonna do it with a big, freaky mud bug you'd be way up the list!"
2, 18, Edna, "Hush, you romantic fool! Engage your mandibles and kiss me!"
2, 18, Zoidberg, "Edna, I couldn't stand it any longer. I--   Fry!"
2, 18, Fry, "Dr. Zoidberg, it's not how it looks."
2, 18, Zoidberg, "Her caviar is on your neck!"
2, 18, Fry, "But--"
2, 18, Edna, "Oh, it's true, Zoidberg. We can't hide it any longer. Fry and I have fallen in love and we're going to mate tomorrow."
2, 18, Fry, "What?"
2, 18, Zoidberg, "Fry!  I challenge you to Claw-Plach!"
2, 18, Fry, "English, please?"
2, 18, Zoidberg, "A fight to the death."
2, 18, Edna, "And if you survive, we'll make sweet love!"
2, 18, Decapodian Emperor, "The law is clear. Fry and Zoidberg shall fight to the death for the claw of the beautiful Edna."
2, 18, Fry, "But I don't want her!"
2, 18, Decapodian Emperor, "Once invoked, the sacred tradition of Claw-Plach can not be taken back. It is a recent tradition, only 18 years old, but it is a tradition none the less."
2, 18, Zoidberg, "Get ready, Fry. I'm going to rip your swim bladder out and show it to you."
2, 18, Leela, "Dr. Zoidberg, this is madness. You're being irrational."
2, 18, Zoidberg, "Of course I'm being irrational! I'm in love!"
2, 18, Leela, "Aww."
2, 18, Fry, "Leela!"
2, 18, Leela, "Right, right.  You have to stop this madness."
2, 18, Decapodian Emperor, "Listen, lady, as you can plainly see I'm a highly desirable male, groaning with jelly. Yet I embrace a life of celibacy in order to uphold our crazy traditions. One of your friends must die."
2, 18, Bender, "Fate is cruel and unyielding and what must be must be.  Takin' all bets! I'm giving 9-2 on Zoidberg, the crab with the jab! The Great Red Hope! Come on, baby!"
2, 18, Zoidberg, "Fry, it's been years since medical school so remind me. Disembowelling in your species"
2, 18, Fry, "Fatal."
2, 18, Zoidberg, "Large bet on myself in round one!"
2, 18, Decapodian Emperor, "Edna, have you anything to say before begins the Claw-Plach?"
2, 18, Edna, "I do. I just want to say that today I got up and I had a piece of toast. Then I brushed my teeth--"
2, 18, Fry, "Shut up!"
2, 18, Edna, "I love you, Fry!"
2, 18, Decapodian Emperor, "Fry, having guessed what animal I was thinking of, you shall have first choice of weapon.  And you, doctor?"
2, 18, Zoidberg, "I choose my own claws! I want the tactile pleasure of chopping him right here in the gonads!"
2, 18, Fry, "Shh! Nobody correct him!"
2, 18, Bender, "Fry, I've never asked you for anything before but, if it's not too much trouble, when it comes to the ninth round just let him win."
2, 18, Fry, "But it's a fight to the death!"
2, 18, Bender, "Oh, so this is suddenly all about you. Sheesh!"
2, 18, Decapodian Emperor, "Please rise for the national anthem."
2, 18, Fry, "Uh-oh."
2, 18, Decapodian Emperor, "Let Claw-Plach begin!"
2, 18, Fry, "Hey!"
2, 18, Bender, "Ow!"
2, 18, Leela, "Come on, Fry! Die with dignity!"
2, 18, Fry, "Aha!  Oops!"
2, 18, Edna, "Nooo! I can't stand to look."
2, 18, Zoidberg, "Huh?"
2, 18, Bender, "Psst, Fry. Take a dive."
2, 18, Crowd, "Claw-Plach! Claw-Plach! Claw-Plach!  Claw-Plach!  Claw-Plach! Claw-Plach!"
2, 18, Fry, "My fellow fish monsters, far be it for me to question your stupid civilisation or its dumb customs, but is squeezing each other's brains out with a giant nutcracker really going to solve anything? Dr. Zoidberg is my friend, and though a woman has come between us, I say we'll always remain friends. And you know why?  One reason.  You bastard! I'll kill you! You bastard!"
2, 18, Leela, "Wait! Stop! Everyone is gone."
2, 18, Zoidberg, "Edna? Honey?"
2, 18, Zoidberg, "Edna?"
2, 18, Leela, "Ew!"
2, 18, Bender, "Oh, my God!"
2, 18, Zoidberg, "The frenzy!  Oh, the greatest experience in life and I missed it."
2, 18, Fry, "Aw. I'm sorry, Doc."
2, 18, Fry, "Ow, ow! Ah!"
2, 18, Zoidberg, "The frenzy is over. How will I ever get rid of my male jelly now?"
2, 18, Fry, "I'll lend you this."
2, 18, Leela, "Fry!"
2, 18, Fry, "Hey, hey."
2, 18, Bender, "Shoo! Get away! Hey! What's with the flying jerks?"
2, 18, Zoidberg, "They come to feast after the frenzy. Once my species passes on its genes, it dies."
2, 18, Fry, "You mean you have to choose between a life without sex and a gruesome death?"
2, 18, Zoidberg, "Yes."
2, 18, Fry, "Tough call."
2, 18, Zoidberg, "Well it was nice of you to let me reattach your arm, Fry, especially after I made a complete eel out of myself."
2, 18, Fry, "No biggie."
2, 18, Zoidberg, "Yes biggie. I learned to feel things I'd never felt before"
2, 18, Leela, "Hooray!"
2, 18, Bender, "Yeah!"
2, 18, Fry, "Yeah!"
2, 18, Zoidberg, "I may not know from emotions but when it comes to medicine, forget about it."
2, 18, Fry, "I don't mean to nitpick, super-doc, but do you think maybe you could take one more whack at this?"
2, 18, Zoidberg, "For you, my friend, anything."
2, 18, Fry, "My legs!"
2, 18, Zoidberg, "Alright, alright, third time's the charm."
2, 19, Announcer, "Futurama is brought to you by ...  ... Arachno Spores! The fatal spore, with the funny name!"
2, 19, Announcer #1, "Cop Department is real. The people you see are not actors. Most of them aren't even people."
2, 19, Centipede man, "C'mon, man, I didn't fire off no laser."
2, 19, Smitty, "Then why is there a smoking hole in your ceiling, sir?"
2, 19, Centipede man, "What? Crazy upstairs lady must've been shooting down."
2, 19, URL, "Sir, you're on the top floor of this particular domicile."
2, 19, Centipede woman, "You get that  camera out of my house!"
2, 19, Smitty, "Just relax, ma'am.  Sir, sir, put down the lamp."
2, 19, Centipede man, "OK. OK, I'm co-operating."
2, 19, Smitty, "That's it. Now put up your hands."
2, 19, URL, "Nice and slow. Aw, yeah!"
2, 19, Smitty, "And while you're at it, unblur your face."
2, 19, Centipede man, "Aw, man."
2, 19, Leela, "Hey, Bender, I thought you said you were in this episode."
2, 19, Bender, "Nah, this week I'm on Caught On Tape 3 'cause of what I did in the coffee pot."
2, 19, Centipede man, "I'm sorry, I'm really sorry. I'm just going through some things."
2, 19, URL, "I'm goin' in!"
2, 19, Announcer #1, "Cop Department will return, after these messages."
2, 19, Announcer #2, "Is today's hectic lifestyle making you tense and impatient?"
2, 19, Bender, "Shut up and get to the point!"
2, 19, Announcer #2, "Then come relive the carefree days of yore at Past-O-Rama ...  ... where Old New York comes alive."
2, 19, Woman, "It's like stepping back stepping back into the year 2000!"
2, 19, Cowboy, "Time for the mammoth hunt, dudes!"
2, 19, Einstein Actor, "Let's disco dance, Hammurabi!"
2, 19, Hammurabi Actor, "Dy-no-mite!"
2, 19, Announcer #2, "Located on the former site of Brooklyn."
2, 19, Leela, "Sounds like your kinda place, Fry. Wanna go?"
2, 19, Fry, "Nah. If I ever wanna go back to the year 2000 I'll just freeze myself again."
2, 19, Bender, "C'mon, Fry, I really wanna see it. You know how I yearn for a simpler time. A time of barn dances and buggy rides, before life was cheapened by heartless hi-tech machines."
2, 19, Leela, "But, Bender, you are--"
2, 19, Bender, "Blah, blah, blah, blah, blah, blah, blah, blah, blah, blah, blah, blah..."
2, 19, Fry, "Cool, it's just like the good old days!"
2, 19, Mugger, "Give me your wallet or I'll cut you!"
2, 19, Fry, "Hey, Leela, get a picture of me being ""mugged""."
2, 19, Mugger, "I'll take the camera too."
2, 19, Bender, "Learning is fun."
2, 19, Leela, "Ooh, ancient Wall Street."
2, 19, Stockbroker #1, "No!"
2, 19, Stockbroker #2, "I'm ruined!"
2, 19, Tour Guide, "I direct your attention to this ancient and mysterious tablet which has yet to be deciphered."
2, 19, Leela, "Do you know what it means?"
2, 19, Fry, "Yeah, I asked a cop once. It means ""Up yours, kid""."
2, 19, Bender, "I gotta say I'm really enjoying the day out with you people. Hey, a suicide booth! So long, suckers."
2, 19, Fry, "Uh, sorry, Bender, that's just a phone booth."
2, 19, Bender, "Oh."
2, 19, Leela, "What were they used for?"
2, 19, Fry, "In New York? Bathrooms."
2, 19, Leela, "Oh. I-I'll be out in a sec."
2, 19, Leela, "Tokens only.  How does this work?"
